交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2019/6/10,TXO,201912,11800,賣權,-,-,-,-,0,1710,0,-,-,-,-,,一般
2019/6/10,TXO,201912,11800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12000,買權,14,15.5,14,15.5,9,15.5,198,13,20,58,12,,一般
2019/6/10,TXO,201912,12000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12000,賣權,-,-,-,-,0,1900,1,-,-,-,-,,一般
2019/6/10,TXO,201912,12000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12200,買權,-,-,-,-,0,13,74,-,-,-,-,,一般
2019/6/10,TXO,201912,12200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12200,賣權,-,-,-,-,0,2100,0,-,-,-,-,,一般
2019/6/10,TXO,201912,12200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12400,買權,-,-,-,-,0,8.5,17,-,-,-,-,,一般
2019/6/10,TXO,201912,12400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12400,賣權,-,-,-,-,0,2290,0,-,-,-,-,,一般
2019/6/10,TXO,201912,12400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12600,買權,-,-,-,-,0,5.5,34,-,-,-,-,,一般
2019/6/10,TXO,201912,12600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12600,賣權,-,-,-,-,0,2490,0,-,-,-,-,,一般
2019/6/10,TXO,201912,12600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12800,買權,4.3,4.3,4.3,4.3,2,4.3,36,0.5,53,14,1,,一般
2019/6/10,TXO,201912,12800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,12800,賣權,-,-,-,-,0,2690,0,-,-,-,-,,一般
2019/6/10,TXO,201912,12800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,13000,買權,-,-,-,-,0,2.2,332,-,-,-,-,,一般
2019/6/10,TXO,201912,13000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,13000,賣權,-,-,-,-,0,2880,0,-,-,-,-,,一般
2019/6/10,TXO,201912,13000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,13200,買權,3,3,3,3,1,1.5,288,0.2,8,12,0.2,,一般
2019/6/10,TXO,201912,13200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,13200,賣權,-,-,-,-,0,3080,0,-,-,-,-,,一般
2019/6/10,TXO,201912,13200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,13400,買權,-,-,-,-,0,0.8,3494,-,-,-,-,,一般
2019/6/10,TXO,201912,13400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/10,TXO,201912,13400,賣權,-,-,-,-,0,3280,0,-,-,-,-,,一般
2019/6/10,TXO,201912,13400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
